,Neighborhood,VAC:PROG,REC:PROG,ADOPT:PROG,BID:PROG,VACandADOPT,VACandREC,VACandBID,ADOPTandBID,REAL:Vacant,AnyProgram,TotalParcels,NotCityOwned,CityOwned,CityOwnedProgramSubset,AdditionalVacants,population,white,blk_afam,amind_akna,asian,nathaw_pac,other_race,twoormore,hisp_lat,male,female,age0_4,age5_11,age12_14,age15_17,age18_24,age25_34,age35_44,age45_64,age65ovr,families,married,married18,malehh,malehh18,femalehh,femalehh18,housing,occupied,occ_own,occ_rent,vacant,vac_rent,vac_sale,vac_other,pop_dens,pop_chng,hh_chng,avehhsize,2019MedianIncome,MedianIncomeChangeFrom2011,2019PercentPublicAssistance
221,RICHNORSPRINGS,6.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,10,324,320.0,4.0,1.0,3.0,676.0,6.0,649.0,8.0,2.0,0.0,0.0,11.0,2.0,288.0,388.0,38.0,70.0,26.0,27.0,55.0,83.0,80.0,185.0,112.0,164.0,53.0,16.0,18.0,3.0,93.0,36.0,297.0,256.0,169.0,87.0,41.0,24.0,2.0,15.0,20238.8004079,17.0,-6.0,2.64063,58233.0,39516.0,
222,RIDGELY'SDELIGHT,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6,411,403.0,8.0,1.0,,884.0,578.0,203.0,3.0,66.0,1.0,9.0,24.0,32.0,453.0,431.0,33.0,21.0,6.0,11.0,162.0,388.0,101.0,123.0,39.0,114.0,78.0,21.0,9.0,4.0,27.0,10.0,477.0,416.0,147.0,269.0,61.0,26.0,3.0,32.0,18021.9360179,-44.0,-5.0,2.125,69485.0,-9253.0,
223,RIVERSIDE,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,9,3102,3090.0,12.0,5.0,1.0,5671.0,5275.0,122.0,6.0,143.0,2.0,33.0,90.0,159.0,2847.0,2824.0,301.0,161.0,38.0,44.0,690.0,2163.0,867.0,987.0,420.0,1096.0,873.0,257.0,76.0,18.0,147.0,42.0,3116.0,2820.0,1799.0,1021.0,296.0,97.0,85.0,114.0,19210.1731659,212.0,204.0,2.00921988,128124.0,34002.0,0.9
224,ROGNELHEIGHTS,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,16,794,781.0,13.0,10.0,1.0,1695.0,20.0,1632.0,9.0,6.0,0.0,5.0,23.0,24.0,767.0,928.0,73.0,116.0,53.0,71.0,148.0,146.0,212.0,462.0,414.0,463.0,185.0,38.0,54.0,9.0,224.0,76.0,724.0,668.0,529.0,139.0,56.0,18.0,12.0,26.0,9975.16825135,-459.0,-114.0,2.52694988,65994.0,20132.0,0.065
225,ROLANDPARK,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3,1601,1595.0,6.0,1.0,1.0,5269.0,4141.0,480.0,23.0,465.0,1.0,48.0,111.0,170.0,2427.0,2842.0,197.0,409.0,148.0,125.0,386.0,700.0,613.0,1344.0,1347.0,1062.0,936.0,402.0,31.0,16.0,95.0,44.0,2391.0,2188.0,1190.0,998.0,203.0,118.0,14.0,71.0,5502.88867003,573.0,-61.0,2.21891999,122321.0,14335.0,0.01
226,ROSEBANK,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3,233,231.0,2.0,1.0,,394.0,191.0,175.0,4.0,4.0,0.0,2.0,18.0,8.0,181.0,213.0,19.0,28.0,9.0,7.0,32.0,72.0,71.0,122.0,34.0,85.0,50.0,18.0,10.0,6.0,25.0,13.0,233.0,204.0,103.0,101.0,29.0,17.0,0.0,12.0,5957.07686225,-47.0,-33.0,1.91175997,76540.0,9464.0,0.095
227,ROSEMONT,120.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,138.0,128,977,957.0,20.0,10.0,19.0,3102.0,17.0,3021.0,5.0,3.0,0.0,10.0,46.0,22.0,1452.0,1650.0,301.0,399.0,167.0,151.0,327.0,428.0,292.0,741.0,296.0,710.0,163.0,54.0,98.0,26.0,449.0,238.0,1233.0,1031.0,468.0,563.0,202.0,76.0,16.0,110.0,17809.7052154,-35.0,-88.0,3.00872993,35746.0,3506.0,0.131
228,ROSEMONTEAST,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6,633,626.0,7.0,4.0,,1871.0,724.0,1032.0,19.0,30.0,1.0,10.0,55.0,28.0,882.0,989.0,78.0,172.0,75.0,94.0,152.0,273.0,245.0,553.0,229.0,446.0,235.0,92.0,47.0,25.0,164.0,82.0,888.0,808.0,472.0,336.0,80.0,28.0,7.0,45.0,7421.9875533,-19.0,-43.0,2.3155899,64196.0,10778.0,
229,ROSEMONTHOMEOWNERS/TENANTS,89.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,93.0,94,643,627.0,16.0,15.0,5.0,1460.0,14.0,1413.0,3.0,0.0,0.0,9.0,21.0,11.0,679.0,781.0,102.0,120.0,62.0,79.0,157.0,137.0,153.0,431.0,219.0,335.0,100.0,23.0,46.0,16.0,189.0,67.0,635.0,497.0,288.0,209.0,138.0,44.0,4.0,90.0,23166.2078656,-284.0,-94.0,2.93359994,21923.0,-3974.0,0.081
230,SABINA-MATTFELDT,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,24,153,113.0,40.0,24.0,1.0,172.0,156.0,5.0,0.0,6.0,0.0,0.0,5.0,2.0,79.0,93.0,6.0,14.0,5.0,1.0,6.0,20.0,38.0,54.0,28.0,43.0,35.0,13.0,0.0,0.0,8.0,6.0,92.0,86.0,74.0,12.0,6.0,0.0,5.0,1.0,1455.841437,-21.0,-6.0,2.0,120500.0,8982.0,
231,SAINTAGNES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,161,160.0,1.0,,1.0,671.0,325.0,322.0,5.0,4.0,0.0,5.0,10.0,12.0,307.0,364.0,21.0,33.0,22.0,15.0,39.0,46.0,75.0,184.0,236.0,88.0,48.0,17.0,12.0,8.0,28.0,14.0,307.0,299.0,104.0,195.0,8.0,2.0,1.0,5.0,8055.28347013,42.0,53.0,1.76923,38509.0,10621.0,0.022
232,SAINTHELENA,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,14,290,278.0,12.0,11.0,3.0,602.0,496.0,55.0,6.0,0.0,5.0,18.0,22.0,41.0,276.0,326.0,43.0,43.0,21.0,22.0,60.0,91.0,81.0,174.0,67.0,142.0,80.0,27.0,16.0,11.0,46.0,20.0,251.0,230.0,144.0,86.0,21.0,8.0,6.0,7.0,10616.1155161,62.0,16.0,2.61738991,32197.0,-7366.0,0.073
233,SAINTJOSEPHS,78.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,83.0,89,917,901.0,16.0,13.0,5.0,2032.0,35.0,1940.0,4.0,4.0,0.0,7.0,42.0,16.0,895.0,1137.0,125.0,191.0,94.0,81.0,193.0,233.0,203.0,585.0,327.0,517.0,154.0,38.0,63.0,15.0,300.0,105.0,848.0,720.0,507.0,213.0,128.0,42.0,19.0,67.0,14540.4320311,-237.0,-82.0,2.82222008,49113.0,4486.0,0.052
234,SAINTPAUL,3.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,5.0,55,191,125.0,66.0,52.0,2.0,107.0,98.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,55.0,52.0,9.0,14.0,5.0,3.0,8.0,19.0,16.0,24.0,9.0,23.0,13.0,9.0,3.0,1.0,7.0,2.0,49.0,41.0,20.0,21.0,8.0,3.0,0.0,5.0,1031.98584662,-61.0,-11.0,2.60976004,42159.0,958.0,0.054
235,SANDTOWN-WINCHESTER,698.0,3.0,394.0,169.0,10.0,3.0,36.0,106.0,751.0,1114,3914,3132.0,782.0,540.0,57.0,8534.0,95.0,8304.0,7.0,20.0,0.0,13.0,95.0,51.0,3747.0,4787.0,694.0,886.0,352.0,429.0,997.0,1075.0,1023.0,2272.0,806.0,1901.0,398.0,139.0,233.0,84.0,1270.0,660.0,4096.0,3053.0,1186.0,1867.0,1043.0,156.0,34.0,853.0,20992.7262084,-720.0,-215.0,2.71535992,29094.0,3270.0,0.084
237,SETONBUSINESSPARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42,35.0,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22991.0,-15.45,
238,SETONHILL,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,7,369,348.0,21.0,5.0,1.0,1249.0,168.0,1036.0,5.0,14.0,0.0,1.0,25.0,30.0,513.0,736.0,104.0,106.0,33.0,49.0,139.0,204.0,142.0,354.0,118.0,248.0,62.0,20.0,15.0,3.0,171.0,116.0,731.0,646.0,100.0,546.0,85.0,49.0,8.0,28.0,16753.006214,-116.0,19.0,1.90711998,31000.0,-361.0,0.048
239,SHARP-LEADENHALL,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3,250,245.0,5.0,1.0,,822.0,221.0,561.0,1.0,18.0,0.0,2.0,19.0,12.0,390.0,432.0,74.0,83.0,29.0,36.0,145.0,190.0,81.0,134.0,50.0,172.0,44.0,14.0,13.0,6.0,115.0,82.0,376.0,350.0,87.0,263.0,26.0,10.0,6.0,10.0,11901.6727092,34.0,40.0,2.3485701,82344.0,19323.0,0.04
240,SHIPLEYHILL,284.0,0.0,57.0,18.0,0.0,0.0,7.0,11.0,315.0,341,1280,1184.0,96.0,70.0,32.0,2110.0,56.0,2008.0,2.0,8.0,2.0,3.0,31.0,9.0,991.0,1119.0,183.0,207.0,73.0,120.0,237.0,262.0,243.0,558.0,227.0,487.0,123.0,47.0,71.0,20.0,293.0,150.0,1097.0,724.0,254.0,470.0,373.0,47.0,24.0,302.0,11571.1173564,-344.0,-84.0,2.91436004,32974.0,1984.0,0.113
241,SOUTHBALTIMORE,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,9,1679,1675.0,4.0,2.0,3.0,3450.0,3070.0,195.0,9.0,69.0,1.0,47.0,59.0,138.0,1851.0,1599.0,135.0,107.0,40.0,49.0,536.0,1388.0,450.0,532.0,213.0,558.0,395.0,108.0,74.0,23.0,89.0,31.0,1787.0,1585.0,911.0,674.0,202.0,73.0,51.0,78.0,26577.8807513,-443.0,29.0,2.16719007,103591.0,19743.0,0.8
242,SOUTHCLIFTONPARK,78.0,0.0,65.0,15.0,0.0,0.0,3.0,8.0,91.0,147,589,372.0,217.0,89.0,13.0,737.0,5.0,715.0,5.0,0.0,0.0,2.0,10.0,4.0,334.0,403.0,43.0,69.0,34.0,32.0,77.0,69.0,90.0,204.0,119.0,169.0,47.0,16.0,30.0,9.0,92.0,23.0,342.0,253.0,152.0,101.0,89.0,18.0,10.0,61.0,7809.23676145,-480.0,-124.0,2.91303992,40032.0,14458.0,0.145
243,SPRINGGARDENINDUSTRIALAREA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,71,58.0,13.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100738.0,-4262.0,0.018
244,STADIUMAREA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,7.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72451.0,12342.0,
245,STONEWOOD-PENTWOOD-WINSTON,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,301,297.0,4.0,1.0,,1405.0,147.0,1208.0,4.0,7.0,0.0,10.0,29.0,31.0,540.0,865.0,58.0,73.0,28.0,36.0,600.0,138.0,93.0,217.0,162.0,228.0,96.0,21.0,22.0,7.0,110.0,36.0,351.0,322.0,237.0,85.0,29.0,16.0,3.0,10.0,15063.7170801,555.0,6.0,2.66459989,52038.0,-1322.0,
246,TAYLORHEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,164,164.0,,,,365.0,268.0,67.0,4.0,9.0,0.0,13.0,4.0,28.0,187.0,178.0,15.0,25.0,6.0,11.0,40.0,53.0,52.0,110.0,53.0,93.0,58.0,17.0,4.0,2.0,31.0,9.0,158.0,153.0,113.0,40.0,5.0,1.0,2.0,2.0,1908.66603587,41.0,16.0,2.38562011,75114.0,25923.0,
247,TENHILLS,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,338,333.0,5.0,1.0,,1416.0,529.0,792.0,1.0,30.0,5.0,15.0,44.0,40.0,673.0,743.0,81.0,102.0,55.0,46.0,152.0,231.0,182.0,427.0,140.0,347.0,228.0,94.0,25.0,15.0,94.0,52.0,683.0,649.0,278.0,371.0,34.0,9.0,7.0,18.0,4249.75904743,-178.0,-36.0,2.18181991,61646.0,7392.0,0.6
248,THEORCHARDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,205,205.0,,,,494.0,433.0,32.0,2.0,19.0,0.0,1.0,7.0,9.0,241.0,253.0,33.0,69.0,15.0,19.0,12.0,18.0,74.0,179.0,75.0,154.0,135.0,65.0,4.0,1.0,15.0,10.0,197.0,191.0,187.0,4.0,6.0,0.0,2.0,4.0,2339.62684403,33.0,3.0,2.58639001,167464.0,18047.0,
249,TOWANDA-GRANTLEY,68.0,0.0,27.0,9.0,1.0,0.0,0.0,8.0,75.0,95,511,467.0,44.0,31.0,7.0,1322.0,17.0,1284.0,4.0,0.0,0.0,1.0,16.0,6.0,638.0,684.0,86.0,116.0,41.0,57.0,151.0,149.0,171.0,389.0,162.0,320.0,92.0,18.0,43.0,11.0,185.0,82.0,613.0,460.0,209.0,251.0,153.0,39.0,10.0,104.0,9454.90193883,-88.0,-30.0,2.79999995,38660.0,7994.0,0.054
250,TREMONT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,273,273.0,,,,958.0,58.0,882.0,2.0,3.0,2.0,2.0,9.0,4.0,434.0,524.0,59.0,86.0,40.0,31.0,137.0,154.0,104.0,279.0,68.0,247.0,92.0,27.0,22.0,9.0,133.0,68.0,422.0,389.0,204.0,185.0,33.0,18.0,2.0,13.0,27203.3026657,-37.0,-4.0,2.46271991,31141.0,20397.0,
251,TUSCANY-CANTERBURY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1486,1485.0,1.0,1.0,,3413.0,2380.0,153.0,1.0,790.0,1.0,21.0,67.0,122.0,1609.0,1804.0,102.0,48.0,9.0,18.0,803.0,808.0,317.0,630.0,678.0,568.0,490.0,105.0,22.0,5.0,56.0,17.0,2370.0,2160.0,763.0,1397.0,210.0,115.0,21.0,74.0,23453.3803561,-34.0,-204.0,1.58009004,67406.0,15115.0,
254,UNIONSQUARE,69.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,73.0,73,548,533.0,15.0,9.0,7.0,1187.0,323.0,781.0,13.0,19.0,0.0,14.0,37.0,37.0,654.0,533.0,63.0,86.0,31.0,39.0,118.0,200.0,198.0,370.0,82.0,194.0,95.0,32.0,27.0,10.0,72.0,42.0,738.0,446.0,188.0,258.0,292.0,69.0,40.0,183.0,17900.3532826,-138.0,-94.0,2.30716991,25391.0,-34241.0,0.014
255,UNIVERSITYOFMARYLAND,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,18,143,124.0,19.0,14.0,1.0,387.0,204.0,93.0,2.0,77.0,0.0,2.0,9.0,12.0,197.0,190.0,5.0,6.0,3.0,3.0,101.0,183.0,38.0,42.0,6.0,23.0,14.0,1.0,2.0,2.0,7.0,3.0,287.0,229.0,4.0,225.0,58.0,25.0,0.0,33.0,2562.83726472,-828.0,-109.0,1.35371005,43417.0,27718.0,0.091
256,UPLANDS,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,8,526,483.0,43.0,4.0,,820.0,15.0,790.0,1.0,6.0,0.0,2.0,6.0,10.0,354.0,466.0,54.0,75.0,32.0,37.0,79.0,89.0,90.0,255.0,109.0,208.0,93.0,32.0,11.0,5.0,104.0,39.0,325.0,301.0,240.0,61.0,24.0,4.0,7.0,13.0,4144.56834652,-1703.0,-838.0,2.72425007,49420.0,5003.0,0.091
257,UPPERFELLSPOINT,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,12,1924,1919.0,5.0,1.0,3.0,3851.0,2904.0,264.0,13.0,142.0,1.0,387.0,140.0,832.0,1994.0,1857.0,227.0,139.0,50.0,55.0,503.0,1298.0,635.0,666.0,278.0,678.0,444.0,167.0,101.0,27.0,133.0,55.0,2157.0,1797.0,933.0,864.0,360.0,112.0,89.0,159.0,30252.5872805,-338.0,-89.0,2.14301991,96731.0,19817.0,0.021
258,UPTON,320.0,5.0,336.0,79.0,2.0,4.0,4.0,48.0,347.0,682,1858,1237.0,621.0,465.0,28.0,5746.0,78.0,5546.0,13.0,8.0,3.0,20.0,78.0,73.0,2508.0,3238.0,559.0,750.0,251.0,262.0,634.0,700.0,584.0,1353.0,653.0,1191.0,201.0,85.0,133.0,55.0,857.0,538.0,3232.0,2406.0,329.0,2077.0,826.0,149.0,20.0,657.0,19610.614402,-575.0,-257.0,2.37157011,28677.0,9609.0,0.072
259,VILLAGESOFHOMELAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,290,290.0,,,,562.3255,428.8685,66.3225,0.5235,50.9465,0.0,4.047,11.6175,20.7585,210.102,352.2235,18.7585,22.7585,3.5235,9.047,181.666,88.6045,72.3225,125.175,40.47,71.658,49.47,19.188,3.0,3.0,19.188,11.141,316.995,289.619,165.0745,124.5445,27.376,14.188,4.5705,8.6175,17753.2283497,312.32598876,115.61900329,1.93792998,35724.0,8432.0,0.146
260,VIOLETVILLE,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3,984,975.0,9.0,2.0,1.0,2506.0,2056.0,307.0,8.0,42.0,4.0,24.0,65.0,72.0,1094.0,1412.0,145.0,140.0,81.0,71.0,159.0,376.0,289.0,549.0,696.0,530.0,352.0,126.0,61.0,25.0,117.0,56.0,1156.0,1083.0,708.0,375.0,73.0,23.0,22.0,28.0,4227.22929121,-171.0,-15.0,2.13111996,40508.0,-1592.0,0.07
261,WAKEFIELD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73,70.0,3.0,,,1772.0,68.0,1643.0,4.0,13.0,0.0,17.0,27.0,33.0,713.0,1059.0,135.0,154.0,54.0,70.0,225.0,266.0,185.0,465.0,218.0,384.0,89.0,34.0,44.0,22.0,251.0,155.0,1037.0,948.0,24.0,924.0,89.0,75.0,1.0,13.0,6490.95736517,0.0,-22.0,1.86919999,31024.0,8746.0,0.08
262,WALBROOK,114.0,5.0,41.0,10.0,0.0,2.0,1.0,6.0,139.0,161,1110,1050.0,60.0,48.0,25.0,2443.0,37.0,2374.0,3.0,5.0,0.0,1.0,23.0,19.0,1154.0,1289.0,138.0,203.0,79.0,135.0,252.0,262.0,268.0,713.0,393.0,532.0,164.0,43.0,60.0,22.0,308.0,123.0,1151.0,916.0,466.0,450.0,235.0,103.0,29.0,103.0,12249.7703386,-367.0,-181.0,2.58951997,41290.0,3344.0,0.187
263,WALTHERSON,20.0,3.0,14.0,0.0,0.0,3.0,0.0,0.0,31.0,34,2573,2555.0,18.0,14.0,11.0,6980.0,1982.0,4683.0,13.0,78.0,1.0,67.0,156.0,130.0,3292.0,3688.0,421.0,624.0,298.0,315.0,650.0,946.0,1033.0,2096.0,597.0,1662.0,933.0,365.0,166.0,71.0,563.0,275.0,2953.0,2614.0,2024.0,590.0,339.0,86.0,69.0,184.0,9442.79788403,172.0,5.0,2.66106009,70570.0,17241.0,0.018
264,WASHINGTONHILL,13.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,31,715,691.0,24.0,14.0,3.0,1969.0,590.0,1046.0,17.0,124.0,2.0,122.0,68.0,248.0,939.0,1030.0,121.0,132.0,55.0,38.0,211.0,483.0,299.0,493.0,137.0,373.0,166.0,57.0,39.0,11.0,168.0,89.0,1060.0,914.0,372.0,542.0,146.0,83.0,20.0,43.0,12525.7739492,57.0,103.0,2.09190011,50205.0,11230.0,0.016
266,WASHINGTONVILLAGE/PIGTOWN,141.0,6.0,7.0,5.0,0.0,3.0,0.0,3.0,153.0,153,2835,2816.0,19.0,7.0,14.0,5116.0,2034.0,2611.0,12.0,265.0,1.0,60.0,133.0,177.0,2550.0,2566.0,380.0,409.0,141.0,185.0,553.0,1130.0,738.0,1155.0,425.0,1089.0,450.0,167.0,139.0,48.0,500.0,269.0,2720.0,2093.0,1028.0,1065.0,627.0,159.0,108.0,360.0,15654.70476,-294.0,55.0,2.39895009,58496.0,10515.0,0.079
267,WAVERLY,26.0,4.0,8.0,0.0,0.0,2.0,0.0,0.0,33.0,36,1209,1196.0,13.0,9.0,7.0,2789.0,431.0,2219.0,8.0,46.0,1.0,26.0,58.0,71.0,1296.0,1493.0,196.0,228.0,111.0,121.0,304.0,461.0,332.0,787.0,249.0,646.0,236.0,80.0,64.0,26.0,346.0,155.0,1269.0,1079.0,638.0,441.0,190.0,88.0,22.0,80.0,18038.9290164,-386.0,-10.0,2.5848,45919.0,10878.0,0.109
268,WESTARLINGTON,14.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,19.0,18,618,609.0,9.0,4.0,5.0,2041.0,22.0,1973.0,6.0,4.0,0.0,16.0,20.0,27.0,951.0,1090.0,105.0,136.0,69.0,100.0,211.0,195.0,246.0,636.0,343.0,497.0,211.0,58.0,46.0,17.0,240.0,90.0,895.0,757.0,451.0,306.0,138.0,33.0,12.0,93.0,7484.17399002,-208.0,-83.0,2.68032002,53214.0,17667.0,0.077
269,WESTFORESTPARK,11.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,19,639,618.0,21.0,8.0,3.0,2408.0,89.0,2271.0,5.0,4.0,0.0,10.0,29.0,26.0,1036.0,1372.0,180.0,217.0,82.0,82.0,272.0,334.0,284.0,633.0,324.0,633.0,203.0,68.0,53.0,20.0,377.0,198.0,1149.0,1014.0,388.0,626.0,135.0,63.0,9.0,63.0,6465.96692132,-124.0,-12.0,2.37474989,52244.0,23022.0,0.032
270,WESTHILLS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,696,692.0,4.0,,,2159.0,139.0,1980.0,1.0,15.0,0.0,5.0,19.0,16.0,931.0,1228.0,119.0,173.0,91.0,105.0,192.0,235.0,256.0,667.0,321.0,542.0,253.0,91.0,37.0,11.0,252.0,114.0,970.0,936.0,567.0,369.0,34.0,11.0,6.0,17.0,6443.11899672,2.0,31.0,2.30661988,55948.0,9629.0,0.018
271,WESTFIELD,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3,1274,1272.0,2.0,1.0,2.0,3141.0,1585.0,1377.0,13.0,42.0,4.0,26.0,94.0,110.0,1502.0,1639.0,203.0,284.0,102.0,150.0,233.0,429.0,523.0,890.0,327.0,799.0,470.0,198.0,73.0,29.0,256.0,120.0,1386.0,1243.0,989.0,254.0,143.0,31.0,47.0,65.0,7323.04126966,-69.0,-37.0,2.51487994,77978.0,19482.0,0.8
272,WESTGATE,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4,680,672.0,8.0,3.0,2.0,2683.0,709.0,1882.0,9.0,20.0,1.0,11.0,51.0,30.0,1268.0,1415.0,184.0,233.0,90.0,105.0,264.0,430.0,370.0,709.0,298.0,664.0,319.0,120.0,79.0,34.0,266.0,148.0,1145.0,1087.0,512.0,575.0,58.0,35.0,7.0,16.0,8059.69920067,-191.0,-58.0,2.35695004,61646.0,7392.0,0.053
273,WESTPORT,100.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,119.0,106,606,582.0,24.0,6.0,20.0,1593.0,165.0,1370.0,8.0,7.0,0.0,7.0,36.0,17.0,715.0,878.0,137.0,203.0,75.0,74.0,186.0,224.0,171.0,367.0,156.0,395.0,88.0,30.0,43.0,17.0,264.0,143.0,696.0,552.0,160.0,392.0,144.0,23.0,10.0,111.0,3200.46157083,-591.0,-172.0,2.88586997,67750.0,32287.0,0.067
274,WILHELMPARK,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,246,241.0,5.0,,,534.0,401.0,86.0,10.0,12.0,1.0,14.0,10.0,23.0,257.0,277.0,24.0,50.0,18.0,9.0,52.0,92.0,69.0,167.0,53.0,124.0,79.0,24.0,10.0,6.0,35.0,12.0,235.0,215.0,133.0,82.0,20.0,4.0,8.0,8.0,1198.43806835,30.0,6.0,2.48372006,43286.0,-13754.0,
275,WILSONPARK,8.0,2.0,15.0,5.0,0.0,1.0,0.0,4.0,15.0,25,361,339.0,22.0,15.0,7.0,632.3202,13.3254,597.9948,2.0,7.0,0.0,1.0,11.0,3.0,283.463,348.8572,42.6508,54.0926,34.9881,28.5463,73.418,80.418,63.8717,174.8122,79.5225,147.7196,56.0926,15.8836,21.4418,5.2209,70.1852,37.209,258.9974,223.6839,143.8241,79.8598,35.3135,14.2209,2.0,19.0926,6745.75209613,-53.51060104,-18.42989921,2.8125,44972.0,-818.0,0.155
276,WINCHESTER,89.0,1.0,11.0,2.0,0.0,1.0,0.0,1.0,99.0,101,596,583.0,13.0,13.0,10.0,1420.0,16.0,1373.0,4.0,0.0,0.0,5.0,22.0,12.0,643.0,777.0,120.0,140.0,64.0,70.0,164.0,189.0,163.0,333.0,177.0,333.0,92.0,32.0,39.0,9.0,202.0,95.0,613.0,492.0,238.0,254.0,121.0,28.0,3.0,90.0,17082.0753147,-127.0,-54.0,2.88617992,31950.0,8566.0,0.119
277,WINDSORHILLS,11.0,2.0,11.0,0.0,0.0,2.0,0.0,0.0,14.0,22,619,606.0,13.0,11.0,3.0,1552.0,81.0,1435.0,4.0,3.0,1.0,2.0,26.0,15.0,701.0,851.0,96.0,104.0,69.0,63.0,159.0,151.0,184.0,470.0,256.0,389.0,182.0,58.0,38.0,15.0,169.0,60.0,723.0,618.0,407.0,211.0,105.0,23.0,22.0,60.0,6626.09647903,-297.0,-94.0,2.50809001,60514.0,26508.0,0.02
278,WINSTON-GOVANS,9.0,4.0,36.0,2.0,0.0,0.0,0.0,2.0,16.0,49,539,498.0,41.0,36.0,7.0,1341.0,74.0,1218.0,10.0,2.0,0.0,5.0,32.0,26.0,601.0,740.0,99.0,138.0,50.0,67.0,149.0,153.0,178.0,353.0,154.0,288.0,117.0,49.0,25.0,11.0,146.0,64.0,582.0,475.0,271.0,204.0,107.0,32.0,11.0,64.0,11839.658135,-113.0,-23.0,2.82315993,32674.0,-9701.0,0.123
279,WOODBERRY,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,48,743,679.0,64.0,48.0,2.0,1406.0,953.0,349.0,11.0,31.0,0.0,14.0,48.0,56.0,659.0,747.0,62.0,64.0,18.0,21.0,74.0,311.0,229.0,350.0,277.0,266.0,173.0,47.0,30.0,9.0,63.0,22.0,728.0,615.0,360.0,255.0,113.0,87.0,5.0,21.0,2643.74813507,295.0,175.0,2.00487995,92885.0,38623.0,0.048
