,BLOCKLOT,VAC:PROG,VAC:Neighborhood,VAC:Typology
5895,0162085,1,PENROSE/FAYETTE STREET OUTREACH,J
5896,1464030,1,BROADWAY EAST,J
5897,1448058,1,BROADWAY EAST,J
5898,0120029,1,HARLEM PARK,J
5899,0309015,1,DRUID HEIGHTS,G
5900,2206B029,1,ROSEMONT HOMEOWNERS/TENANTS,I
5901,2395040,1,MOSHER,I
5902,5931059,1,BELAIR-EDISON,F
5903,0521052,1,MOUNT VERNON,E
5904,0302058,1,DRUID HEIGHTS,I
5905,4178F022,1,FOUR BY FOUR,I
5906,2201036,1,ROSEMONT HOMEOWNERS/TENANTS,I
5907,0072078,1,SANDTOWN-WINCHESTER,J
5908,1118064,1,OLIVER,I
5909,1451020,1,BROADWAY EAST,J
5910,2482B002,1,FRANKLINTOWN ROAD,J
5911,2153043,1,PENROSE/FAYETTE STREET OUTREACH,I
5912,1645030,1,ELLWOOD PARK/MONUMENT,I
5913,0119073,1,MIDTOWN-EDMONDSON,J
5914,2201060,1,ROSEMONT HOMEOWNERS/TENANTS,I
5915,2205058,1,ROSEMONT HOMEOWNERS/TENANTS,I
5916,2323032,1,COPPIN HEIGHTS/ASH-CO-EAST,I
5917,5420001,1,HAMILTON HILLS,D
5918,4812029,1,PARKLANE,H
5919,0079001,1,SANDTOWN-WINCHESTER,I
5920,0118084,1,MIDTOWN-EDMONDSON,J
5921,4583005,1,CENTRAL PARK HEIGHTS,I
5922,4108003,1,COLDSTREAM HOMESTEAD MONTEBELLO,H
5923,0074044,1,SANDTOWN-WINCHESTER,I
5924,0454017,1,HERITAGE CROSSING,E
5925,3938001,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5926,1660018,1,ELLWOOD PARK/MONUMENT,I
5927,0696043,1,CARROLLTON RIDGE,J
5928,3973D014,1,PEN LUCY,H
5929,3227024,1,MONDAWMIN,H
5930,0082059,1,MIDTOWN-EDMONDSON,J
5931,2442B073,1,ROSEMONT,I
5932,4577B011,1,CENTRAL PARK HEIGHTS,I
5933,6719012,1,GRACELAND PARK,D
5934,5919060,1,BELAIR-EDISON,F
5935,3241007,1,PARKVIEW/WOODBROOK,H
5936,0084039,1,HARLEM PARK,J
5937,1463009,1,BROADWAY EAST,J
5938,1463007,1,BROADWAY EAST,J
5939,0674027,1,RIDGELY'S DELIGHT,B
5940,0115087,1,HARLEM PARK,I
5941,2199D022,1,CARROLL-SOUTH HILTON,H
5942,1456103,1,BROADWAY EAST,I
5943,0096064,1,HARLEM PARK,J
5944,4609036,1,CENTRAL PARK HEIGHTS,J
5945,2292A012,1,ALLENDALE,G
5946,0118031,1,MIDTOWN-EDMONDSON,J
5947,0264087,1,NEW SOUTHWEST/MOUNT CLARE,I
5948,2373060,1,EVERGREEN LAWN,H
5949,0129021,1,HARLEM PARK,I
5950,3408005,1,PENN NORTH,I
5951,2174A077F,1,SHIPLEY HILL,J
5952,1611001,1,MADISON-EASTEND,I
5953,1138044,1,OLIVER,I
5954,1138040,1,OLIVER,I
5955,7472032,1,MOUNT WINANS,G
5956,4048037A,1,WAVERLY,F
5957,0194072,1,FRANKLIN SQUARE,G
5958,2178071,1,SHIPLEY HILL,J
5959,3417010,1,PENN NORTH,I
5960,0227017,1,CARROLLTON RIDGE,I
5961,3237001,1,PARKVIEW/WOODBROOK,F
5962,4626A052,1,CENTRAL PARK HEIGHTS,I
5963,1645027,1,ELLWOOD PARK/MONUMENT,I
5964,1726080,1,PATTERSON PARK NEIGHBORHOOD,B
5965,8145042,1,BEECHFIELD,D
5966,5158A075,1,WOODBOURNE-MCCABE,H
5967,2176077,1,SHIPLEY HILL,J
5968,0065075,1,SANDTOWN-WINCHESTER,J
5969,0190028,1,PENROSE/FAYETTE STREET OUTREACH,J
5970,1592066,1,MILTON-MONTFORD,I
5971,2530C249,1,YALE HEIGHTS,F
5972,7470J003,1,LAKELAND,NonResidential
5973,3244009,1,PARKVIEW/WOODBROOK,I
5974,2434001,1,ROSEMONT,I
5975,0055C022,1,SANDTOWN-WINCHESTER,J
5976,4096021,1,BETTER WAVERLY,F
5977,0076044,1,SANDTOWN-WINCHESTER,J
5978,1494015,1,BROADWAY EAST,I
5979,1149A035,1,OLIVER,I
5980,0204025,1,BOYD-BOOTH,J
5981,0102019,1,HARLEM PARK,I
5982,4164A035,1,DARLEY PARK,J
5983,2470022,1,FRANKLINTOWN ROAD,I
5984,3335050,1,PARK CIRCLE,H
5985,2388A002,1,WINCHESTER,I
5986,0115001,1,HARLEM PARK,I
5987,3345040,1,GREENSPRING,I
5988,0181005,1,FRANKLIN SQUARE,F
5989,3410021,1,PENN NORTH,I
5990,0321035,1,DRUID HEIGHTS,I
5991,0050093,1,SANDTOWN-WINCHESTER,J
5992,1608092,1,MILTON-MONTFORD,I
5993,1670057,1,CARE,E
5994,2153046,1,PENROSE/FAYETTE STREET OUTREACH,I
5995,0271028,1,CARROLLTON RIDGE,J
5996,0066034A,1,SANDTOWN-WINCHESTER,J
5997,1576025,1,BIDDLE STREET,H
5998,2388022,1,WINCHESTER,I
5999,1573012,1,BIDDLE STREET,J
6000,1744027,1,UPPER FELLS POINT,B
6001,0098030,1,HARLEM PARK,J
6002,7841039,1,MORRELL PARK,H
6003,2247016,1,IRVINGTON,H
6004,2530A034,1,IRVINGTON,F
6005,7868B003A,1,MORRELL PARK,H
6006,3211095,1,MONDAWMIN,J
6007,1450058,1,BROADWAY EAST,J
6008,2518011,1,ROGNEL HEIGHTS,F
6009,2485028A,1,EDGEWOOD,H
6010,0098031,1,HARLEM PARK,J
6011,1477107,1,BROADWAY EAST,I
6012,2275C049,1,SAINT JOSEPHS,H
6013,4050E024,1,WAVERLY,E
6014,3565001,1,HAMPDEN,B
6015,4543A040,1,WOODMERE,I
6016,3913062,1,PEN LUCY,H
6017,0279095,1,NEW SOUTHWEST/MOUNT CLARE,I
6018,0768143,1,WASHINGTON VILLAGE/PIGTOWN,F
6019,2377C028,1,MOSHER,I
6020,4178A031,1,FOUR BY FOUR,I
6021,4579003,1,CENTRAL PARK HEIGHTS,I
6022,4132047,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
6023,2170A082,1,SHIPLEY HILL,J
6024,0347041,1,UPTON,J
6025,0431055,1,UPTON,G
6026,0323024,1,MADISON PARK,E
6027,4131008,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
6028,5555252,1,NORTH HARFORD ROAD,D
6029,4179G116,1,BELAIR-EDISON,F
6030,4153016,1,BELAIR-EDISON,H
6031,5152A003,1,MID-GOVANS,F
6032,0328058,1,DRUID HEIGHTS,I
6033,0702011,1,CARROLLTON RIDGE,J
6034,0213015,1,FRANKLIN SQUARE,E
6035,0266B021,1,WASHINGTON VILLAGE/PIGTOWN,F
6036,1215035,1,GAY STREET,G
6037,0280039,1,NEW SOUTHWEST/MOUNT CLARE,I
6038,0277052,1,NEW SOUTHWEST/MOUNT CLARE,J
6039,0699064,1,CARROLLTON RIDGE,J
6040,0288078,1,CARROLLTON RIDGE,J
6041,0698007,1,CARROLLTON RIDGE,J
6042,0262066,1,NEW SOUTHWEST/MOUNT CLARE,I
6043,0280003,1,NEW SOUTHWEST/MOUNT CLARE,I
6044,0699030,1,CARROLLTON RIDGE,J
6045,0242056,1,CARROLLTON RIDGE,J
6046,0288071,1,CARROLLTON RIDGE,J
6047,0206051,1,BOYD-BOOTH,J
6048,0288070,1,CARROLLTON RIDGE,J
6049,0275108,1,CARROLLTON RIDGE,J
6050,0163086,1,FRANKLIN SQUARE,J
6051,0188094,1,POPPLETON,Subsidized Rental Market
6052,0148057,1,FRANKLIN SQUARE,J
6053,0275076,1,CARROLLTON RIDGE,J
6054,0291014,1,CARROLLTON RIDGE,I
6055,0289047,1,CARROLLTON RIDGE,J
6056,0703022,1,CARROLLTON RIDGE,J
6057,0271013,1,CARROLLTON RIDGE,J
6058,0290011,1,CARROLLTON RIDGE,J
6059,0260001,1,CARROLLTON RIDGE,I
6060,0163006,1,FRANKLIN SQUARE,J
6061,0699070,1,CARROLLTON RIDGE,J
6062,0239046,1,CARROLLTON RIDGE,J
6063,0288055,1,CARROLLTON RIDGE,J
6064,0275063,1,CARROLLTON RIDGE,J
6065,0190057,1,PENROSE/FAYETTE STREET OUTREACH,J
6066,0206024,1,BOYD-BOOTH,J
6067,2737A007,1,CENTRAL FOREST PARK,D
6068,4129051,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
6069,3954024,1,COLDSTREAM HOMESTEAD MONTEBELLO,H
6070,4129001,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
6071,4120026,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
6072,0859034,1,WASHINGTON VILLAGE/PIGTOWN,E
6073,0780058,1,WASHINGTON VILLAGE/PIGTOWN,F
6074,1660013,1,ELLWOOD PARK/MONUMENT,I
6075,0768047,1,WASHINGTON VILLAGE/PIGTOWN,F
6076,0778032,1,WASHINGTON VILLAGE/PIGTOWN,F
6077,0791032,1,WASHINGTON VILLAGE/PIGTOWN,F
6078,0768027,1,WASHINGTON VILLAGE/PIGTOWN,F
6079,0769069,1,WASHINGTON VILLAGE/PIGTOWN,F
6080,4166C035,1,DARLEY PARK,J
6081,4041037,1,EAST BALTIMORE MIDWAY,I
6082,0175018,1,PENROSE/FAYETTE STREET OUTREACH,J
6083,0174063A,1,PENROSE/FAYETTE STREET OUTREACH,J
6084,0145046,1,PENROSE/FAYETTE STREET OUTREACH,I
6085,0780012,1,WASHINGTON VILLAGE/PIGTOWN,F
6086,7441017,1,WESTPORT,H
6087,7437011,1,WESTPORT,H
6088,0779063,1,WASHINGTON VILLAGE/PIGTOWN,F
6089,0768045,1,WASHINGTON VILLAGE/PIGTOWN,F
6090,0854049,1,RIDGELY'S DELIGHT,B
6091,7093015,1,BROOKLYN,F
6092,7057017,1,BROOKLYN,H
6093,7076007,1,BROOKLYN,H
6094,7226013,1,CURTIS BAY,H
6095,7263033,1,CURTIS BAY,H
6096,7643028,1,CHERRY HILL,G
6097,3407007,1,PENN NORTH,I
6098,4019027,1,EAST BALTIMORE MIDWAY,G
6099,1689036,1,PATTERSON PLACE,E
6100,1111067,1,GREENMOUNT WEST,E
6101,6738043,1,GRACELAND PARK,D
6102,6732010,1,GRACELAND PARK,D
6103,6798027,1,BROENING MANOR,F
6104,6925007,1,GRACELAND PARK,D
6105,0195058,1,FRANKLIN SQUARE,G
6106,1653019,1,CARE,I
6107,2179016,1,SHIPLEY HILL,J
6108,2450019,1,ROSEMONT,I
6109,3069004,1,HANLON-LONGWOOD,F
6110,2281122,1,ALLENDALE,H
6111,2442D011,1,ROSEMONT,I
6112,1237006,1,OLDTOWN,NonResidential
6113,0176016,1,PENROSE/FAYETTE STREET OUTREACH,J
6114,2171017,1,SHIPLEY HILL,J
6115,0235055,1,HOLLINS MARKET,F
6116,6157023,1,ELLWOOD PARK/MONUMENT,I
6117,0329019,1,DRUID HEIGHTS,E
6118,0058060,1,MIDTOWN-EDMONDSON,J
6119,1538018,1,BEREA,J
6120,0214017,1,FRANKLIN SQUARE,E
6121,1449133,1,BROADWAY EAST,I
6122,4190A026,1,BELAIR-EDISON,H
6123,0213006,1,FRANKLIN SQUARE,E
6124,2153083,1,PENROSE/FAYETTE STREET OUTREACH,I
6125,0128069,1,HARLEM PARK,I
6126,3214094,1,MONDAWMIN,I
6127,4552082,1,ARLINGTON,I
6128,0008038,1,SANDTOWN-WINCHESTER,I
6129,7441A007,1,WESTPORT,H
6130,0008069,1,SANDTOWN-WINCHESTER,I
6131,2475C092,1,FRANKLINTOWN ROAD,I
6132,3447043,1,RESERVOIR HILL,E
6133,2137007,1,MILLHILL,H
6134,1590029,1,MILTON-MONTFORD,I
6135,1517058,1,BROADWAY EAST,I
6136,3518B023,1,HAMPDEN,B
6137,3941004,1,COLDSTREAM HOMESTEAD MONTEBELLO,F
6138,5099010B,1,ROSEBANK,B
6139,2176040,1,SHIPLEY HILL,J
6140,7118025,1,BROOKLYN,G
6141,3825051,1,BARCLAY,G
6142,4917054A,1,HOES HEIGHTS,B
6143,3413003,1,PENN NORTH,I
6144,2251024H,1,SAINT JOSEPHS,H
6145,1625083,1,MILTON-MONTFORD,I
6146,1625087,1,MILTON-MONTFORD,I
6147,2382047,1,MOSHER,I
6148,4580020,1,CENTRAL PARK HEIGHTS,I
6149,4577B007,1,CENTRAL PARK HEIGHTS,I
6150,7118019,1,BROOKLYN,I
6151,2322025,1,COPPIN HEIGHTS/ASH-CO-EAST,I
6152,3602007,1,CHARLES NORTH,Subsidized Rental Market
6153,4137104,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
6154,6152009,1,ELLWOOD PARK/MONUMENT,I
6155,2385020,1,MOSHER,I
6156,7437A018,1,WESTPORT,H
6157,4604001,1,CENTRAL PARK HEIGHTS,I
6158,0207049,1,BOYD-BOOTH,J
6159,1656035,1,MCELDERRY PARK,H
6160,5804006,1,WALTHERSON,F
6161,0084064,1,HARLEM PARK,J
6162,0092028,1,HARLEM PARK,I
6163,1116004,1,OLIVER,I
6164,2541005,1,IRVINGTON,H
6165,7103017,1,BROOKLYN,H
6166,7068A052,1,BROOKLYN,H
6167,2448013,1,WINCHESTER,I
6168,0850089,1,WASHINGTON VILLAGE/PIGTOWN,E
6169,0248026,1,UNION SQUARE,E
6170,1611057,1,MADISON-EASTEND,I
6171,5767B001,1,GLENHAM-BELHAR,B
6172,0619009,1,DOWNTOWN,Rental Market 1
6173,0206015,1,BOYD-BOOTH,J
6174,0206013,1,BOYD-BOOTH,J
6175,8487032,1,WEST FOREST PARK,E
6176,0264049,1,NEW SOUTHWEST/MOUNT CLARE,I
6177,1152016,1,JOHNSTON SQUARE,J
6178,2504068,1,EDGEWOOD,H
6179,1158038,1,OLIVER,H
6180,2419004,1,NORTHWEST COMMUNITY ACTION,I
6181,2332D043,1,NORTHWEST COMMUNITY ACTION,I
6182,4577035,1,CENTRAL PARK HEIGHTS,J
6183,2394037,1,MOSHER,I
6184,1467029,1,BROADWAY EAST,I
6185,4123022,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
6186,1611018E,1,MADISON-EASTEND,I
6187,1612018K,1,MADISON-EASTEND,I
6188,4178C015,1,FOUR BY FOUR,I
6189,0204073,1,BOYD-BOOTH,J
6190,4604A008,1,CENTRAL PARK HEIGHTS,I
6191,0696102,1,CARROLLTON RIDGE,J
6192,3808030,1,BARCLAY,B
6193,0272066,1,CARROLLTON RIDGE,J
6194,0274039,1,CARROLLTON RIDGE,J
6195,3013038,1,WALBROOK,H
6196,3242007F,1,PARKVIEW/WOODBROOK,H
6197,1110032,1,GREENMOUNT WEST,E
6198,2446B011,1,FRANKLINTOWN ROAD,I
6199,3311003,1,CENTRAL PARK HEIGHTS,J
6200,7772004,1,WILHELM PARK,F
6201,0252003,1,HOLLINS MARKET,F
6202,2450013,1,ROSEMONT,I
6203,2450014,1,ROSEMONT,I
6204,0262080,1,NEW SOUTHWEST/MOUNT CLARE,I
6205,4188C021,1,BELAIR-EDISON,H
6206,5926041,1,BELAIR-EDISON,F
6207,8211A010,1,WEST ARLINGTON,E
6208,2406057,1,NORTHWEST COMMUNITY ACTION,I
6209,2300027,1,EASTERWOOD,I
6210,0004036,1,SANDTOWN-WINCHESTER,I
6211,3836A066,1,HARWOOD,E
6212,1676072,1,MCELDERRY PARK,H
6213,2348006,1,ROSEMONT HOMEOWNERS/TENANTS,I
6214,3461042,1,RESERVOIR HILL,G
6215,2533031A,1,IRVINGTON,G
6216,0397014,1,UPTON,H
6217,2411021B,1,NORTHWEST COMMUNITY ACTION,I
6218,3406025,1,PENN NORTH,I
6219,0597012,1,DOWNTOWN,Rental Market 1
6220,5141102,1,CAMERON VILLAGE,F
6221,6629008,1,GREEKTOWN,D
6222,2742A019,1,CONCERNED CITIZENS OF FOREST PARK,H
6223,0767078,1,WASHINGTON VILLAGE/PIGTOWN,F
6224,1125082,1,OLIVER,I
6225,0791129,1,WASHINGTON VILLAGE/PIGTOWN,F
6226,7229029,1,CURTIS BAY,H
6227,7264024,1,CURTIS BAY,H
6228,0964025,1,FEDERAL HILL,B
6229,0850088,1,WASHINGTON VILLAGE/PIGTOWN,E
6230,2230L052,1,CARROLL-SOUTH HILTON,H
6231,0009044,1,SANDTOWN-WINCHESTER,I
6232,2388034P,1,WINCHESTER,I
6233,2175077,1,SHIPLEY HILL,J
6234,0708074,1,NEW SOUTHWEST/MOUNT CLARE,I
6235,1123016,1,OLIVER,H
6236,3406061,1,PENN NORTH,I
6237,3229030,1,PARKVIEW/WOODBROOK,I
6238,2419037,1,NORTHWEST COMMUNITY ACTION,I
6239,5148022,1,MID-GOVANS,F
6240,0703044,1,CARROLLTON RIDGE,J
6241,0769050,1,WASHINGTON VILLAGE/PIGTOWN,F
6242,0050047,1,SANDTOWN-WINCHESTER,J
6243,1144038,1,JOHNSTON SQUARE,J
6244,8245012,1,HOWARD PARK,F
6245,2733011,1,CENTRAL FOREST PARK,E
6246,2959B050,1,DOLFIELD,F
6247,7245A001,1,BROOKLYN,H
6248,0059014,1,SANDTOWN-WINCHESTER,J
6249,0059015,1,SANDTOWN-WINCHESTER,J
6250,2394045,1,MOSHER,I
6251,2394046,1,MOSHER,I
6252,1164B039,1,GAY STREET,E
6253,2406003,1,NORTHWEST COMMUNITY ACTION,I
6254,2377D033,1,MOSHER,I
6255,4168079,1,SOUTH CLIFTON PARK,J
6256,1455043,1,BEREA,I
6257,1652029,1,CARE,I
6258,3205088,1,MONDAWMIN,I
6259,2300037,1,EASTERWOOD,I
6260,0009065,1,SANDTOWN-WINCHESTER,I
6261,0107101,1,MIDTOWN-EDMONDSON,J
6262,0077042,1,SANDTOWN-WINCHESTER,I
6263,1621064,1,MIDDLE EAST,I
6264,0078017,1,SANDTOWN-WINCHESTER,I
6265,4793018,1,CYLBURN,F
6266,0273022,1,CARROLLTON RIDGE,J
6267,0092035,1,HARLEM PARK,I
6268,2366013,1,BRIDGEVIEW/GREENLAWN,H
6269,7892D007,1,SAINT PAUL,H
6270,3938003,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
6271,2230F007,1,CARROLL-SOUTH HILTON,H
6272,1556031,1,BIDDLE STREET,J
6273,1660057,1,ELLWOOD PARK/MONUMENT,I
6274,3211023,1,MONDAWMIN,J
6275,2748B019,1,WINDSOR HILLS,F
6276,2444003,1,WINCHESTER,I
6277,1479007,1,BROADWAY EAST,I
6278,0001035,1,EASTERWOOD,I
6279,3804013,1,BARCLAY,G
6280,2481030,1,FRANKLINTOWN ROAD,J
6281,2513026,1,EDMONDSON VILLAGE,F
6282,3005024,1,WALBROOK,H
6283,2281074,1,ALLENDALE,I
6284,7445093,1,WESTPORT,H
6285,2109070,1,MILLHILL,I
6286,0050076,1,SANDTOWN-WINCHESTER,J
6287,0050066,1,SANDTOWN-WINCHESTER,J
6288,6157030,1,ELLWOOD PARK/MONUMENT,I
6289,3403006,1,PENN NORTH,I
6290,2177014,1,SHIPLEY HILL,J
6291,2109068,1,MILLHILL,I
6292,4074A055,1,BETTER WAVERLY,H
6293,0274068,1,CARROLLTON RIDGE,J
6294,6017025,1,FRANKFORD,D
6295,4168053,1,SOUTH CLIFTON PARK,J
6296,5909086,1,BELAIR-EDISON,H
6297,6018026,1,FRANKFORD,D
6298,0210005,1,FRANKLIN SQUARE,E
6299,0696050,1,CARROLLTON RIDGE,J
6300,0210004,1,FRANKLIN SQUARE,E
6301,0242085,1,CARROLLTON RIDGE,J
6302,4019024,1,EAST BALTIMORE MIDWAY,G
6303,4612022D,1,CENTRAL PARK HEIGHTS,I
6304,2454C003,1,ROSEMONT,I
6305,0302057,1,DRUID HEIGHTS,I
6306,0214039,1,UNION SQUARE,E
6307,0244031,1,UNION SQUARE,E
6308,1638025,1,CARE,I
6309,2100070,1,MILLHILL,I
6310,1607063,1,MILTON-MONTFORD,H
6311,3228B023,1,PARKVIEW/WOODBROOK,I
6312,0164068,1,FRANKLIN SQUARE,G
6313,2411021D,1,NORTHWEST COMMUNITY ACTION,I
6314,3301120N,1,CENTRAL PARK HEIGHTS,I
6315,0376008,1,UPTON,H
6316,0253026,1,HOLLINS MARKET,F
6317,3312A003,1,CENTRAL PARK HEIGHTS,J
6318,4623034,1,CENTRAL PARK HEIGHTS,I
6319,4626A064,1,CENTRAL PARK HEIGHTS,I
6320,1569029,1,MIDDLE EAST,J
6321,1606069,1,MIDDLE EAST,H
6322,1630019,1,MADISON-EASTEND,I
6323,2154001B,1,PENROSE/FAYETTE STREET OUTREACH,I
6324,0298101,1,DRUID HEIGHTS,I
6325,0277054,1,NEW SOUTHWEST/MOUNT CLARE,J
6326,0056A050,1,BRIDGEVIEW/GREENLAWN,I
6327,0018041,1,EASTERWOOD,I
6328,1569022,1,MIDDLE EAST,J
6329,1657016,1,MCELDERRY PARK,I
6330,1592019,1,MILTON-MONTFORD,I
6331,2300043,1,EASTERWOOD,I
6332,3408021,1,PENN NORTH,I
6333,3416019,1,PENN NORTH,I
6334,3803033,1,BARCLAY,B
6335,1505038,1,BEREA,I
6336,0059032,1,SANDTOWN-WINCHESTER,J
6337,1592013,1,MILTON-MONTFORD,I
6338,7083025,1,BROOKLYN,F
6339,4806009,1,PARKLANE,H
6340,1624077,1,MILTON-MONTFORD,I
6341,1592018,1,MILTON-MONTFORD,I
6342,0767086,1,WASHINGTON VILLAGE/PIGTOWN,F
6343,2380026,1,MOSHER,J
6344,0065018,1,SANDTOWN-WINCHESTER,I
6345,4171109,1,SOUTH CLIFTON PARK,J
6346,3414055,1,PENN NORTH,I
6347,7900D081,1,HUNTING RIDGE,D
6348,3938004,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
6349,7800012,1,MORRELL PARK,F
6350,0696110,1,CARROLLTON RIDGE,J
6351,3954020,1,COLDSTREAM HOMESTEAD MONTEBELLO,H
6352,6273034,1,BALTIMORE HIGHLANDS,F
6353,2841005,1,GARWYN OAKS,F
6354,2743A004,1,CONCERNED CITIZENS OF FOREST PARK,H
6355,1672083,1,MCELDERRY PARK,B
6356,4123007,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
6357,4051A017,1,BETTER WAVERLY,F
6358,7092005,1,BROOKLYN,F
6359,1107050,1,OLIVER,G
6360,2380045,1,MOSHER,J
6361,1449116,1,BROADWAY EAST,I
6362,6290036,1,PATTERSON PARK NEIGHBORHOOD,B
6363,2137052,1,MILLHILL,H
6364,1606046,1,MIDDLE EAST,H
6365,7257023,1,CURTIS BAY,H
6366,0276024,1,NEW SOUTHWEST/MOUNT CLARE,J
6367,4129009,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
6368,2179030,1,SHIPLEY HILL,J
6369,0264085,1,NEW SOUTHWEST/MOUNT CLARE,I
6370,3228B033,1,PARKVIEW/WOODBROOK,I
6371,1688074,1,CARE,E
6372,0280090,1,NEW SOUTHWEST/MOUNT CLARE,I
6373,0263072,1,NEW SOUTHWEST/MOUNT CLARE,I
6374,0271038,1,CARROLLTON RIDGE,J
6375,0190052,1,PENROSE/FAYETTE STREET OUTREACH,J
6376,0276088,1,NEW SOUTHWEST/MOUNT CLARE,J
6377,3021020,1,WALBROOK,H
6378,0264056,1,NEW SOUTHWEST/MOUNT CLARE,I
6379,3427058,1,RESERVOIR HILL,E
6380,0095036,1,MIDTOWN-EDMONDSON,J
6381,3355021,1,GREENSPRING,I
6382,0431033,1,UPTON,G
6383,0412046,1,UPTON,G
6384,0412042,1,UPTON,G
6385,0393034,1,UPTON,G
6386,0373042,1,UPTON,Subsidized Rental Market
6387,3447023,1,RESERVOIR HILL,E
6388,0260066,1,CARROLLTON RIDGE,I
6389,0189055,1,PENROSE/FAYETTE STREET OUTREACH,J
6390,4021B005,1,EAST BALTIMORE MIDWAY,J
6391,0767008,1,WASHINGTON VILLAGE/PIGTOWN,F
6392,3445015,1,RESERVOIR HILL,E
6393,0076045,1,SANDTOWN-WINCHESTER,J
6394,3403070,1,PENN NORTH,I
6395,3042002I,1,WALBROOK,H
6396,1474033,1,BROADWAY EAST,J
6397,0262082,1,NEW SOUTHWEST/MOUNT CLARE,I
6398,1109069,1,OLIVER,I
6399,1473008,1,BROADWAY EAST,J
6400,2136058,1,MILLHILL,I
6401,1447025,1,BROADWAY EAST,J
6402,1456064,1,BROADWAY EAST,I
6403,1517083,1,BROADWAY EAST,I
6404,1459043,1,BROADWAY EAST,I
6405,4163010,1,DARLEY PARK,J
6406,2505A076,1,EDGEWOOD,H
6407,0123015,1,HARLEM PARK,I
6408,2283028,1,LOWER EDMONDSON VILLAGE,I
6409,4092032,1,BETTER WAVERLY,H
6410,7649053,1,CHERRY HILL,H
6411,7117016,1,BROOKLYN,I
6412,7643017,1,CHERRY HILL,G
6413,2167B025,1,SHIPLEY HILL,J
6414,2167B026,1,SHIPLEY HILL,J
6415,2178036,1,SHIPLEY HILL,J
6416,2452010,1,ROSEMONT,I
6417,1606075,1,MIDDLE EAST,H
6418,1606092,1,MIDDLE EAST,H
6419,1647002C,1,ELLWOOD PARK/MONUMENT,I
6420,2123B027F,1,GWYNNS FALLS,H
6421,8429008,1,FRANKLINTOWN,E
6422,2409A001B,1,NORTHWEST COMMUNITY ACTION,I
6423,7083048,1,BROOKLYN,F
6424,0252062,1,HOLLINS MARKET,F
6425,0416021,1,UPTON,H
6426,0769037,1,WASHINGTON VILLAGE/PIGTOWN,F
6427,0260111,1,CARROLLTON RIDGE,I
6428,0001021,1,EASTERWOOD,I
6429,7613020,1,CHERRY HILL,G
6430,3408019,1,PENN NORTH,I
6431,0271069,1,CARROLLTON RIDGE,J
6432,2377C018,1,MOSHER,I
6433,5911B020,1,BELAIR-EDISON,H
6434,3349012,1,GREENSPRING,I
6435,2377C045,1,MOSHER,I
6436,2319010,1,COPPIN HEIGHTS/ASH-CO-EAST,I
6437,3938002,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
6438,1237013,1,OLDTOWN,NonResidential
6439,4001005,1,EAST BALTIMORE MIDWAY,G
6440,3347E033,1,GREENSPRING,I
6441,2174A018,1,SHIPLEY HILL,J
6442,1543083,1,BEREA,H
6443,1483008,1,BROADWAY EAST,J
6444,3207072,1,MONDAWMIN,J
6445,0003053,1,SANDTOWN-WINCHESTER,I
6446,4010E014,1,EAST BALTIMORE MIDWAY,J
6447,1277015,1,OLDTOWN,Subsidized Rental Market
6448,6152027,1,ELLWOOD PARK/MONUMENT,I
6449,0265056,1,NEW SOUTHWEST/MOUNT CLARE,I
6450,7135049,1,BROOKLYN,F
6451,2388035A,1,WINCHESTER,I
6452,6992024,1,SAINT HELENA,F
6453,0701037,1,CARROLLTON RIDGE,J
6454,0089022,1,HARLEM PARK,I
6455,2170B030,1,SHIPLEY HILL,J
6456,2377C037,1,MOSHER,I
6457,7128024,1,BROOKLYN,F
6458,4074014,1,BETTER WAVERLY,H
6459,3187034,1,TOWANDA-GRANTLEY,J
6460,0291039,1,CARROLLTON RIDGE,I
6461,2108B026,1,WILHELM PARK,F
6462,2452023,1,ROSEMONT,I
6463,1143042,1,JOHNSTON SQUARE,J
6464,0175080,1,PENROSE/FAYETTE STREET OUTREACH,J
6465,4008006,1,EAST BALTIMORE MIDWAY,J
6466,2123B052,1,GWYNNS FALLS,H
6467,0392057,1,UPTON,G
6468,0204093,1,BOYD-BOOTH,J
6469,2408036,1,NORTHWEST COMMUNITY ACTION,H
6470,2109042,1,MILLHILL,I
6471,1467025,1,BROADWAY EAST,I
6472,0307027,1,DRUID HEIGHTS,I
6473,6159A044,1,ELLWOOD PARK/MONUMENT,H
6474,0719A075,1,CARROLLTON RIDGE,J
6475,0206035,1,BOYD-BOOTH,J
6476,1454050,1,BROADWAY EAST,J
6477,0265048,1,NEW SOUTHWEST/MOUNT CLARE,I
